                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                0.83353,                0.51119,                0.99864,                0.90501,                0.82797,                0.90153,                 0.6673,                0.72115,                 0.4288,                0.96482,               0.007228,               0.007228,               0.007228
                     45,                0.83324,                0.50906,                0.99659,                0.89804,                0.82561,                0.89555,                0.66238,                0.71896,                0.42512,                0.96233,               0.007162,               0.007162,               0.007162
                     46,                 0.8235,                0.50699,                 0.9908,                0.90521,                0.82642,                0.89829,                0.66658,                0.71251,                0.42515,                0.95719,               0.007096,               0.007096,               0.007096
                     47,                0.82015,                0.50354,                0.99184,                 0.9093,                0.83845,                0.90457,                0.67762,                0.69771,                0.41578,                0.95208,                0.00703,                0.00703,                0.00703
                     48,                0.82362,                0.50406,                 0.9896,                0.91296,                0.83653,                0.90455,                0.67899,                0.69584,                0.41351,                0.95029,               0.006964,               0.006964,               0.006964
                     49,                0.81824,                 0.4998,                0.98785,                 0.8939,                0.85004,                0.90742,                 0.6804,                0.69323,                0.41212,                0.94943,               0.006898,               0.006898,               0.006898
                     50,                0.81135,                 0.4958,                0.98449,                0.90552,                0.83961,                0.90836,                0.68533,                0.68764,                 0.4104,                0.94801,               0.006832,               0.006832,               0.006832
                     51,                0.80578,                 0.4951,                0.98335,                 0.9081,                0.84266,                0.90904,                0.68719,                0.68195,                0.40483,                0.94406,               0.006766,               0.006766,               0.006766
                     52,                0.80611,                0.49066,                0.98353,                0.90999,                0.84337,                0.91348,                0.69045,                0.67733,                0.40154,                0.94348,                 0.0067,                 0.0067,                 0.0067
                     53,                0.80169,                0.49031,                0.98143,                0.90676,                0.84659,                0.91254,                 0.6936,                0.67344,                0.40063,                0.94139,               0.006634,               0.006634,               0.006634
                     54,                0.79476,                0.48563,                0.97743,                 0.9223,                0.85332,                0.91956,                0.70075,                0.66715,                0.39465,                0.93763,               0.006568,               0.006568,               0.006568
                     55,                 0.7921,                0.48192,                0.97597,                0.91312,                0.84994,                0.91579,                0.70049,                0.66376,                0.39441,                0.93574,               0.006502,               0.006502,               0.006502
                     56,                0.78883,                0.47974,                0.97264,                0.91337,                0.86166,                0.92113,                0.70267,                0.66263,                0.39233,                0.93465,               0.006436,               0.006436,               0.006436
                     57,                0.78155,                0.47289,                0.96865,                0.91224,                0.86011,                0.91916,                0.70499,                0.65666,                 0.3899,                0.93246,                0.00637,                0.00637,                0.00637
                     58,                0.78147,                0.47608,                 0.9715,                0.90941,                0.86535,                0.91822,                0.70515,                 0.6516,                0.38537,                0.92993,               0.006304,               0.006304,               0.006304
                     59,                0.77864,                0.47059,                0.97096,                0.91389,                0.86753,                0.92379,                0.71295,                0.64667,                0.38245,                0.92892,               0.006238,               0.006238,               0.006238
                     60,                0.77618,                0.46694,                0.96861,                0.91534,                0.86445,                0.92217,                0.71254,                0.64418,                0.38032,                0.92651,               0.006172,               0.006172,               0.006172
                     61,                0.77157,                0.46575,                0.96571,                0.92531,                0.86381,                0.92511,                0.71801,                0.63726,                0.37665,                0.92332,               0.006106,               0.006106,               0.006106
                     62,                0.77015,                0.46408,                0.96535,                0.92958,                0.85736,                0.92518,                 0.7203,                0.63187,                0.37509,                0.92153,                0.00604,                0.00604,                0.00604
                     63,                0.76315,                0.45978,                  0.961,                0.92189,                 0.8663,                 0.9249,                0.72117,                0.63062,                0.37243,                0.92061,               0.005974,               0.005974,               0.005974
                     64,                0.76136,                0.45766,                 0.9629,                 0.9313,                0.86075,                  0.929,                0.72408,                0.62502,                0.37043,                0.91868,               0.005908,               0.005908,               0.005908
                     65,                0.75808,                0.45865,                0.95884,                 0.9183,                0.87405,                 0.9265,                 0.7199,                0.62493,                0.36949,                0.91671,               0.005842,               0.005842,               0.005842
                     66,                0.75854,                0.45812,                0.95986,                0.93348,                0.86693,                0.92914,                0.72746,                0.61784,                0.36701,                0.91503,               0.005776,               0.005776,               0.005776
                     67,                0.75091,                0.45184,                0.95574,                0.93136,                0.87028,                 0.9305,                0.72867,                 0.6152,                0.36466,                0.91334,                0.00571,                0.00571,                0.00571
                     68,                 0.7487,                0.45074,                0.95239,                0.93797,                0.86635,                0.93183,                0.73124,                0.61459,                0.36153,                0.91209,               0.005644,               0.005644,               0.005644
                     69,                0.74649,                0.44956,                0.95298,                0.92984,                0.86803,                0.93052,                0.73016,                0.61264,                0.36161,                0.91115,               0.005578,               0.005578,               0.005578
                     70,                0.74324,                 0.4474,                0.95226,                  0.929,                0.87504,                0.93296,                0.73517,                0.60718,                0.35847,                0.90979,               0.005512,               0.005512,               0.005512
                     71,                0.74213,                0.44468,                0.95092,                0.93242,                0.86795,                0.93425,                0.73806,                0.60513,                0.35716,                0.90805,               0.005446,               0.005446,               0.005446
                     72,                0.73856,                 0.4422,                0.94811,                0.92599,                0.87438,                0.93333,                0.73895,                0.60214,                0.35486,                0.90693,                0.00538,                0.00538,                0.00538
                     73,                0.73741,                0.44339,                0.95042,                0.92704,                0.87917,                0.93405,                0.73978,                0.59851,                 0.3527,                0.90531,               0.005314,               0.005314,               0.005314
                     74,                0.73715,                0.43967,                0.94718,                0.93519,                0.88018,                0.93671,                0.74278,                0.59642,                 0.3517,                0.90506,               0.005248,               0.005248,               0.005248
                     75,                0.73003,                0.43641,                0.94578,                0.93709,                0.87526,                0.93757,                0.74571,                0.59252,                0.34954,                0.90269,               0.005182,               0.005182,               0.005182
                     76,                0.73203,                0.43739,                0.94737,                0.93386,                0.87652,                0.93793,                0.74705,                0.58964,                0.34766,                0.90183,               0.005116,               0.005116,               0.005116
                     77,                0.72083,                 0.4322,                0.94315,                0.93144,                0.88284,                0.93597,                0.74745,                0.58658,                0.34647,                0.90043,                0.00505,                0.00505,                0.00505
                     78,                0.72226,                0.42887,                0.94319,                0.93424,                0.88176,                0.93789,                0.74901,                0.58498,                0.34506,                0.90013,               0.004984,               0.004984,               0.004984
                     79,                0.71624,                0.43084,                0.94156,                0.93942,                0.87867,                0.93895,                0.75087,                0.58083,                0.34275,                0.89867,               0.004918,               0.004918,               0.004918
                     80,                 0.7184,                0.42833,                0.94055,                0.94171,                0.88219,                0.93996,                0.75303,                0.58005,                0.34194,                0.89785,               0.004852,               0.004852,               0.004852
                     81,                0.71527,                0.42734,                0.94168,                0.94462,                0.88568,                0.94068,                0.75571,                0.57758,                0.34109,                 0.8965,               0.004786,               0.004786,               0.004786
                     82,                0.71395,                0.42448,                0.94003,                0.93855,                0.88975,                0.94117,                0.75727,                0.57448,                0.33838,                0.89551,                0.00472,                0.00472,                0.00472
                     83,                0.70669,                0.42209,                 0.9369,                0.94727,                0.88139,                0.93999,                0.75633,                0.57214,                0.33783,                 0.8946,               0.004654,               0.004654,               0.004654
                     84,                0.70614,                0.42196,                0.93569,                0.94698,                 0.8835,                0.94056,                0.75739,                0.56925,                0.33596,                0.89296,               0.004588,               0.004588,               0.004588
                     85,                0.70766,                0.42136,                 0.9372,                0.93652,                 0.8895,                0.94133,                0.75885,                0.56588,                0.33413,                0.89133,               0.004522,               0.004522,               0.004522
                     86,                0.70421,                0.41779,                0.93305,                0.93278,                0.88876,                0.94105,                0.76045,                0.56311,                0.33325,                0.88973,               0.004456,               0.004456,               0.004456
                     87,                0.70266,                0.41843,                0.93405,                0.93852,                0.89006,                0.94079,                 0.7618,                0.56174,                0.33158,                0.88946,                0.00439,                0.00439,                0.00439
                     88,                0.69756,                0.41507,                0.93103,                0.93704,                0.89446,                0.94266,                0.76387,                0.55936,                0.33024,                0.88886,               0.004324,               0.004324,               0.004324
                     89,                0.69609,                0.41463,                0.93116,                0.94004,                 0.8923,                0.94224,                0.76444,                0.55718,                0.32902,                0.88804,               0.004258,               0.004258,               0.004258
                     90,                0.68908,                0.41065,                 0.9299,                0.94721,                0.89299,                0.94615,                 0.7677,                0.55411,                0.32773,                0.88693,               0.004192,               0.004192,               0.004192
                     91,                0.69355,                0.41109,                0.93088,                 0.9441,                0.89103,                0.94499,                0.76972,                0.55252,                0.32629,                0.88595,               0.004126,               0.004126,               0.004126
                     92,                0.68615,                0.40739,                0.92761,                0.93865,                0.89206,                0.94474,                0.77024,                 0.5509,                0.32467,                 0.8852,                0.00406,                0.00406,                0.00406
                     93,                0.68504,                0.40808,                0.92831,                0.93798,                0.89375,                0.94625,                0.77148,                 0.5478,                0.32322,                 0.8839,               0.003994,               0.003994,               0.003994
                     94,                0.68164,                  0.405,                0.92507,                0.94047,                0.89417,                0.94671,                0.77181,                0.54531,                0.32217,                0.88286,               0.003928,               0.003928,               0.003928
                     95,                0.68128,                0.40704,                0.92452,                0.94825,                0.89231,                0.94671,                0.77475,                0.54335,                0.32111,                0.88214,               0.003862,               0.003862,               0.003862
                     96,                0.67577,                0.40219,                0.92198,                0.94721,                0.89301,                0.94754,                0.77509,                0.54207,                 0.3203,                 0.8816,               0.003796,               0.003796,               0.003796
                     97,                0.67622,                0.40176,                0.92169,                0.94564,                0.89548,                0.94842,                0.77582,                 0.5398,                0.31911,                0.88072,                0.00373,                0.00373,                0.00373
                     98,                0.67289,                0.39925,                0.92205,                0.94557,                0.89643,                0.94963,                0.77738,                0.53785,                0.31777,                0.87964,               0.003664,               0.003664,               0.003664
                     99,                  0.666,                0.39598,                0.92034,                 0.9452,                0.90018,                0.95135,                0.77887,                0.53605,                0.31687,                0.87886,               0.003598,               0.003598,               0.003598
                    100,                0.66854,                0.39706,                0.92084,                0.95029,                0.89861,                0.95112,                0.78071,                0.53461,                0.31601,                0.87824,               0.003532,               0.003532,               0.003532
                    101,                0.66658,                0.39495,                0.91743,                0.94927,                0.89683,                0.94912,                 0.7804,                0.53293,                0.31479,                 0.8774,               0.003466,               0.003466,               0.003466
                    102,                0.66331,                0.39297,                0.91715,                0.95503,                0.89581,                0.95021,                0.78202,                0.53123,                0.31402,                0.87668,                 0.0034,                 0.0034,                 0.0034
                    103,                0.65915,                0.39183,                0.91623,                0.95677,                0.89487,                0.95086,                0.78354,                0.52945,                0.31297,                0.87603,               0.003334,               0.003334,               0.003334
                    104,                0.65967,                0.39104,                0.91665,                0.95588,                0.89406,                0.95049,                0.78437,                0.52783,                0.31222,                0.87545,               0.003268,               0.003268,               0.003268
                    105,                  0.656,                0.38917,                0.91489,                0.95692,                0.89208,                0.95034,                0.78386,                0.52632,                0.31135,                 0.8747,               0.003202,               0.003202,               0.003202
                    106,                0.65759,                0.39132,                0.91612,                0.95358,                0.89538,                0.95098,                0.78621,                0.52425,                0.31037,                0.87387,               0.003136,               0.003136,               0.003136
                    107,                0.65333,                 0.3873,                0.91312,                 0.9525,                0.89656,                0.95096,                0.78652,                0.52268,                 0.3099,                0.87314,                0.00307,                0.00307,                0.00307
                    108,                0.64994,                0.38511,                0.91005,                0.95339,                 0.8966,                0.95263,                0.78733,                0.52101,                0.30906,                0.87244,               0.003004,               0.003004,               0.003004
                    109,                0.64518,                0.38137,                 0.9097,                0.95439,                0.89546,                0.95279,                0.78804,                0.51941,                0.30825,                0.87173,               0.002938,               0.002938,               0.002938
                    110,                0.64832,                0.38427,                0.90999,                0.95184,                0.89914,                0.95322,                0.78963,                0.51757,                0.30731,                 0.8711,               0.002872,               0.002872,               0.002872
                    111,                0.64083,                 0.3789,                0.90698,                0.95257,                0.90009,                0.95299,                0.79014,                0.51655,                0.30678,                0.87058,               0.002806,               0.002806,               0.002806
                    112,                0.64235,                0.38219,                 0.9074,                0.95295,                0.89968,                0.95306,                0.79201,                0.51525,                0.30624,                0.87003,                0.00274,                0.00274,                0.00274
                    113,                0.63869,                0.37839,                  0.907,                0.95019,                0.90335,                0.95336,                0.79231,                0.51389,                0.30552,                0.86942,               0.002674,               0.002674,               0.002674
                    114,                 0.6389,                 0.3801,                0.90659,                0.94772,                0.90352,                 0.9541,                0.79387,                0.51266,                 0.3047,                0.86892,               0.002608,               0.002608,               0.002608
                    115,                 0.6374,                0.37758,                0.90709,                0.94792,                0.90384,                 0.9544,                0.79462,                0.51166,                0.30394,                0.86849,               0.002542,               0.002542,               0.002542
                    116,                0.63222,                0.37615,                0.90546,                0.94952,                0.90385,                0.95454,                0.79485,                0.51041,                0.30319,                0.86796,               0.002476,               0.002476,               0.002476
                    117,                 0.6278,                0.37284,                0.90082,                0.94985,                0.90229,                0.95429,                0.79375,                0.50932,                0.30259,                0.86743,                0.00241,                0.00241,                0.00241
                    118,                0.62563,                0.37189,                0.90078,                0.95206,                0.90243,                0.95423,                0.79438,                 0.5082,                0.30181,                0.86693,               0.002344,               0.002344,               0.002344
                    119,                 0.6214,                0.36705,                0.90093,                 0.9511,                0.90469,                0.95483,                0.79574,                0.50726,                0.30124,                0.86659,               0.002278,               0.002278,               0.002278
                    120,                0.62169,                 0.3699,                0.90215,                0.95084,                0.90392,                0.95497,                0.79718,                0.50603,                0.30073,                0.86609,               0.002212,               0.002212,               0.002212
                    121,                0.62074,                0.36844,                0.90115,                0.94903,                0.90685,                0.95509,                0.79744,                0.50478,                0.30019,                0.86569,               0.002146,               0.002146,               0.002146
                    122,                0.62001,                0.36859,                0.89824,                0.94603,                 0.9076,                0.95454,                0.79782,                0.50363,                0.29982,                0.86526,                0.00208,                0.00208,                0.00208
                    123,                0.61724,                0.36648,                0.89788,                0.95593,                0.90154,                0.95495,                0.79864,                0.50261,                0.29936,                0.86487,               0.002014,               0.002014,               0.002014
                    124,                0.61489,                 0.3644,                0.90051,                0.95856,                0.90101,                0.95506,                0.79849,                0.50146,                0.29884,                0.86444,               0.001948,               0.001948,               0.001948
                    125,                0.61261,                0.36388,                0.89655,                0.95631,                0.90226,                0.95558,                0.79934,                0.50058,                0.29832,                0.86409,               0.001882,               0.001882,               0.001882
                    126,                0.60876,                0.36015,                0.89406,                0.96229,                0.90087,                0.95566,                0.79992,                0.49957,                0.29791,                0.86364,               0.001816,               0.001816,               0.001816
                    127,                0.60724,                0.36083,                0.89391,                0.96303,                0.90084,                0.95595,                0.80039,                 0.4986,                 0.2973,                0.86328,                0.00175,                0.00175,                0.00175
                    128,                0.60652,                0.36066,                 0.8938,                0.96388,                0.89993,                0.95615,                0.80044,                0.49777,                0.29689,                0.86288,               0.001684,               0.001684,               0.001684
                    129,                0.60418,                0.35937,                0.89496,                0.96305,                  0.901,                0.95627,                0.80074,                0.49686,                0.29633,                0.86255,               0.001618,               0.001618,               0.001618
                    130,                0.60502,                0.35875,                0.89213,                0.96181,                0.90129,                0.95606,                0.80125,                0.49598,                0.29595,                 0.8622,               0.001552,               0.001552,               0.001552
                    131,                0.59951,                0.35627,                0.89158,                0.95872,                0.90278,                0.95569,                0.80168,                0.49511,                0.29536,                0.86184,               0.001486,               0.001486,               0.001486
                    132,                0.59941,                0.35617,                0.89085,                0.96304,                0.89961,                0.95587,                0.80251,                0.49428,                0.29499,                0.86147,                0.00142,                0.00142,                0.00142
                    133,                0.59408,                0.35223,                0.89063,                0.95362,                0.90631,                0.95615,                0.80304,                0.49345,                0.29454,                0.86118,               0.001354,               0.001354,               0.001354
                    134,                0.59584,                 0.3514,                0.88897,                0.94844,                0.90969,                0.95627,                0.80335,                0.49268,                0.29397,                0.86087,               0.001288,               0.001288,               0.001288
                    135,                0.59034,                0.35029,                0.88782,                0.96181,                0.90144,                0.95631,                0.80427,                0.49197,                0.29361,                0.86055,               0.001222,               0.001222,               0.001222
                    136,                0.59086,                0.35097,                0.88841,                0.96504,                0.89943,                0.95664,                 0.8043,                0.49129,                0.29322,                0.86025,               0.001156,               0.001156,               0.001156
                    137,                0.58687,                0.34921,                0.88529,                 0.9614,                0.90474,                 0.9567,                0.80494,                0.49058,                0.29292,                   0.86,                0.00109,                0.00109,                0.00109
                    138,                0.59084,                0.35018,                0.88617,                0.96422,                0.90271,                0.95688,                0.80525,                0.48986,                0.29246,                0.85975,               0.001024,               0.001024,               0.001024
                    139,                0.58738,                0.34916,                0.88767,                0.96383,                0.90394,                0.95709,                 0.8053,                0.48919,                0.29211,                0.85949,               0.000958,               0.000958,               0.000958
                    140,                0.58018,                0.34481,                0.88412,                0.96326,                0.90446,                0.95727,                0.80581,                0.48865,                0.29185,                0.85926,               0.000892,               0.000892,               0.000892
                    141,                0.57271,                0.32899,                0.87629,                0.96294,                0.90372,                 0.9574,                0.80634,                0.48824,                 0.2916,                0.85906,               0.000826,               0.000826,               0.000826
                    142,                 0.5522,                0.32072,                0.86936,                0.96168,                0.90419,                0.95751,                0.80674,                0.48778,                0.29139,                0.85886,                0.00076,                0.00076,                0.00076
                    143,                0.54509,                0.31689,                0.86776,                 0.9635,                0.90343,                0.95755,                0.80695,                0.48731,                0.29109,                0.85866,               0.000694,               0.000694,               0.000694
                    144,                0.53911,                0.31394,                0.86595,                0.95908,                0.90665,                0.95777,                0.80737,                0.48678,                0.29079,                0.85849,               0.000628,               0.000628,               0.000628
                    145,                0.53613,                0.31272,                0.86368,                0.95757,                0.90861,                0.95785,                0.80798,                0.48623,                0.29055,                0.85826,               0.000562,               0.000562,               0.000562
                    146,                 0.5355,                 0.3131,                0.86369,                0.96458,                0.90346,                0.95773,                0.80845,                0.48575,                0.29023,                0.85806,               0.000496,               0.000496,               0.000496
                    147,                0.52904,                0.31054,                0.86155,                0.96507,                0.90277,                0.95788,                0.80861,                0.48528,                0.28998,                0.85788,                0.00043,                0.00043,                0.00043
                    148,                0.52667,                0.30862,                0.85952,                0.96468,                0.90334,                0.95802,                0.80884,                0.48493,                0.28973,                0.85771,               0.000364,               0.000364,               0.000364
                    149,                0.52674,                0.30896,                0.86079,                0.96535,                0.90357,                0.95809,                0.80936,                0.48452,                0.28944,                0.85757,               0.000298,               0.000298,               0.000298
                    150,                0.52148,                0.30518,                0.86033,                0.96587,                0.90353,                0.95828,                 0.8098,                0.48416,                0.28921,                0.85742,               0.000232,               0.000232,               0.000232
