                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.0902,                0.68351,                 1.1296,                0.72624,                0.66197,                0.72124,                0.45681,                0.98682,                0.59594,                 1.1075,               0.009208,               0.009208,               0.009208
                     15,                  1.074,                0.66538,                 1.1209,                0.78063,                0.66572,                0.73799,                0.47111,                0.97358,                0.58687,                 1.1052,               0.009142,               0.009142,               0.009142
                     16,                 1.0553,                0.64534,                 1.1124,                0.76446,                0.65512,                0.73231,                0.47209,                0.96618,                0.56276,                 1.1016,               0.009076,               0.009076,               0.009076
                     17,                 1.0409,                0.63701,                 1.1093,                0.74973,                0.63743,                0.72555,                0.46569,                 0.9671,                0.57237,                 1.0936,                0.00901,                0.00901,                0.00901
                     18,                 1.0264,                0.62064,                 1.1027,                0.77987,                0.69044,                0.76325,                0.50124,                0.92473,                0.52773,                  1.076,               0.008944,               0.008944,               0.008944
                     19,                 1.0164,                0.60902,                 1.0964,                0.78397,                 0.7003,                0.77867,                0.51891,                0.91638,                 0.5244,                 1.0719,               0.008878,               0.008878,               0.008878
                     20,                 1.0044,                0.59502,                 1.0876,                 0.8041,                0.69812,                0.77716,                0.51854,                0.91204,                0.51827,                 1.0726,               0.008812,               0.008812,               0.008812
                     21,                0.99584,                 0.5932,                 1.0836,                0.76557,                0.71709,                0.77983,                0.52883,                0.88095,                0.50473,                  1.052,               0.008746,               0.008746,               0.008746
                     22,                0.98414,                0.57738,                 1.0765,                0.83638,                0.71348,                0.79955,                0.54749,                0.88142,                0.48802,                 1.0514,                0.00868,                0.00868,                0.00868
                     23,                0.97106,                0.56605,                 1.0687,                0.80835,                0.70178,                0.78886,                0.53263,                0.88687,                0.49104,                 1.0579,               0.008614,               0.008614,               0.008614
                     24,                 0.9695,                0.56196,                 1.0694,                0.79898,                0.73519,                0.80676,                0.54486,                0.88058,                0.48327,                 1.0451,               0.008548,               0.008548,               0.008548
                     25,                0.95584,                0.55208,                 1.0656,                0.83584,                0.74444,                0.82017,                0.56054,                0.85375,                0.46708,                 1.0353,               0.008482,               0.008482,               0.008482
                     26,                0.94501,                0.54046,                  1.057,                0.83078,                0.75682,                0.82917,                0.56951,                0.84865,                0.45814,                 1.0293,               0.008416,               0.008416,               0.008416
                     27,                0.94194,                0.53515,                 1.0528,                0.84187,                0.76127,                0.83053,                0.57599,                0.84239,                0.44921,                 1.0303,                0.00835,                0.00835,                0.00835
                     28,                0.92794,                0.52664,                 1.0489,                 0.8403,                 0.7572,                0.83784,                0.58345,                 0.8287,                0.43787,                 1.0236,               0.008284,               0.008284,               0.008284
                     29,                0.91829,                0.51526,                 1.0451,                0.84879,                0.76595,                0.84403,                0.59296,                0.81709,                0.43361,                 1.0184,               0.008218,               0.008218,               0.008218
                     30,                0.91587,                0.51097,                 1.0421,                0.84537,                0.75991,                0.84256,                0.58632,                0.81774,                0.43638,                 1.0181,               0.008152,               0.008152,               0.008152
                     31,                0.91103,                0.50993,                 1.0402,                 0.8503,                0.78685,                0.85094,                0.59956,                0.80901,                0.42692,                 1.0121,               0.008086,               0.008086,               0.008086
                     32,                0.90338,                0.50281,                 1.0356,                0.85249,                0.77279,                0.85094,                0.60282,                0.79936,                0.42211,                 1.0109,                0.00802,                0.00802,                0.00802
                     33,                0.89723,                0.49642,                 1.0329,                0.86511,                 0.7773,                0.85449,                0.60552,                0.79038,                0.41454,                 1.0043,               0.007954,               0.007954,               0.007954
                     34,                0.89072,                0.48989,                 1.0284,                0.86355,                0.79042,                0.86253,                0.61625,                0.78067,                0.39971,                0.99839,               0.007888,               0.007888,               0.007888
                     35,                0.88886,                0.48766,                 1.0272,                0.85288,                0.79731,                0.86018,                0.61418,                0.77671,                 0.3962,                0.99763,               0.007822,               0.007822,               0.007822
                     36,                0.87808,                0.48127,                 1.0226,                0.84682,                0.79255,                0.87097,                0.62678,                0.76964,                0.39071,                0.99167,               0.007756,               0.007756,               0.007756
                     37,                0.87613,                0.47616,                 1.0217,                0.87354,                0.79262,                0.86854,                0.62714,                0.76441,                0.38602,                0.99143,                0.00769,                0.00769,                0.00769
                     38,                0.86814,                0.47235,                 1.0204,                0.89174,                0.80486,                0.87913,                 0.6336,                0.76535,                0.38592,                0.98902,               0.007624,               0.007624,               0.007624
                     39,                0.86196,                0.46496,                 1.0137,                0.85612,                0.81799,                0.88073,                0.64572,                0.74746,                0.37433,                0.98128,               0.007558,               0.007558,               0.007558
                     40,                0.85616,                0.46149,                 1.0143,                0.88978,                0.80416,                0.87989,                0.63851,                0.74859,                0.37496,                 0.9838,               0.007492,               0.007492,               0.007492
                     41,                0.85328,                0.45902,                   1.01,                0.88341,                0.80497,                0.88101,                0.64071,                0.74443,                0.37101,                0.98203,               0.007426,               0.007426,               0.007426
                     42,                0.84665,                0.45548,                 1.0066,                0.88671,                0.81408,                0.88611,                0.64862,                0.73274,                0.36361,                0.97602,                0.00736,                0.00736,                0.00736
                     43,                0.84112,                0.44796,                  1.004,                0.88237,                0.82432,                0.88596,                0.64847,                0.73509,                0.36481,                0.97498,               0.007294,               0.007294,               0.007294
                     44,                0.83414,                0.44393,                 1.0046,                0.91095,                0.81266,                  0.896,                0.66429,                0.72198,                0.35387,                0.97038,               0.007228,               0.007228,               0.007228
                     45,                0.83549,                0.44012,                 1.0031,                0.90184,                0.81345,                0.89461,                0.66735,                0.71498,                0.34844,                0.96705,               0.007162,               0.007162,               0.007162
                     46,                0.82445,                0.43537,                0.99676,                0.90607,                0.82702,                0.89932,                0.66802,                0.71071,                0.34574,                0.96431,               0.007096,               0.007096,               0.007096
                     47,                0.82301,                0.43431,                0.99956,                0.90833,                0.82633,                0.89977,                0.66972,                0.70569,                 0.3416,                0.96301,                0.00703,                0.00703,                0.00703
                     48,                 0.8262,                0.43401,                0.99756,                 0.9059,                0.82955,                0.89857,                0.66586,                0.70955,                0.34236,                0.96278,               0.006964,               0.006964,               0.006964
                     49,                0.81998,                0.42916,                0.99412,                0.90827,                0.83248,                0.90231,                0.67688,                0.69798,                0.33904,                0.95792,               0.006898,               0.006898,               0.006898
                     50,                0.81076,                0.42258,                0.98965,                0.91369,                 0.8282,                0.90206,                0.67877,                0.69297,                0.33354,                0.95534,               0.006832,               0.006832,               0.006832
                     51,                 0.8073,                0.42119,                0.99026,                0.91155,                0.83997,                0.90599,                0.68443,                0.68733,                0.33101,                 0.9539,               0.006766,               0.006766,               0.006766
                     52,                0.80705,                0.42057,                0.98982,                0.91745,                0.84164,                0.91122,                0.68779,                0.68129,                0.32665,                0.95117,                 0.0067,                 0.0067,                 0.0067
                     53,                0.80174,                0.41657,                 0.9872,                0.91743,                0.84413,                0.91266,                0.69214,                0.67548,                0.32177,                 0.9487,               0.006634,               0.006634,               0.006634
                     54,                0.79646,                0.41165,                0.98429,                 0.9142,                0.84166,                0.91184,                 0.6944,                0.67156,                0.31892,                0.94622,               0.006568,               0.006568,               0.006568
                     55,                0.79218,                0.40808,                0.98273,                0.91458,                0.85078,                0.91301,                0.69659,                 0.6664,                0.31705,                0.94438,               0.006502,               0.006502,               0.006502
                     56,                0.79117,                0.40673,                0.98028,                0.91299,                0.85553,                0.91445,                0.69907,                0.66464,                0.31411,                0.94323,               0.006436,               0.006436,               0.006436
                     57,                0.78187,                0.40043,                  0.976,                0.91425,                0.85429,                0.91877,                 0.7036,                0.65984,                0.31127,                0.94089,                0.00637,                0.00637,                0.00637
                     58,                0.78258,                0.40281,                 0.9778,                0.91588,                 0.8595,                0.92144,                 0.7063,                0.65311,                0.30697,                0.93688,               0.006304,               0.006304,               0.006304
                     59,                0.77679,                0.39626,                0.97566,                0.92973,                0.84759,                0.92083,                0.71075,                0.64778,                0.30358,                0.93515,               0.006238,               0.006238,               0.006238
                     60,                0.77645,                0.39449,                0.97548,                0.92445,                0.85733,                0.92316,                 0.7129,                0.64732,                0.30185,                0.93522,               0.006172,               0.006172,               0.006172
                     61,                0.77395,                0.39182,                0.97287,                0.92581,                0.85731,                0.92495,                0.71796,                0.64131,                0.29821,                0.93215,               0.006106,               0.006106,               0.006106
                     62,                0.77051,                0.39065,                0.97219,                0.94046,                0.85176,                0.92502,                0.71763,                0.63699,                0.29555,                0.92945,                0.00604,                0.00604,                0.00604
                     63,                0.76663,                0.38813,                0.96811,                0.92829,                0.86201,                0.92305,                0.71823,                0.63425,                0.29479,                0.92772,               0.005974,               0.005974,               0.005974
                     64,                0.76309,                0.38477,                0.96931,                0.92764,                0.86309,                0.92742,                0.72093,                0.63238,                0.29238,                0.92731,               0.005908,               0.005908,               0.005908
                     65,                0.76026,                 0.3836,                0.96629,                0.92581,                0.86461,                0.92705,                0.72144,                0.62884,                0.28905,                0.92623,               0.005842,               0.005842,               0.005842
                     66,                0.76011,                0.38068,                0.96672,                0.93191,                0.87005,                0.93053,                0.72571,                 0.6251,                0.28606,                0.92389,               0.005776,               0.005776,               0.005776
                     67,                0.75349,                0.37709,                0.96237,                0.93361,                0.86924,                0.93136,                0.73039,                0.62191,                0.28364,                0.92205,                0.00571,                0.00571,                0.00571
                     68,                0.74968,                0.37471,                0.95986,                0.92817,                0.87633,                0.93415,                0.73238,                0.61819,                0.28129,                0.92007,               0.005644,               0.005644,               0.005644
                     69,                0.74848,                0.37409,                0.96049,                0.93285,                0.87085,                0.93192,                0.73175,                0.61513,                0.27969,                0.91938,               0.005578,               0.005578,               0.005578
                     70,                0.74452,                0.37111,                0.95892,                0.93066,                0.87559,                0.93349,                0.73424,                0.61137,                0.27693,                0.91684,               0.005512,               0.005512,               0.005512
                     71,                0.74294,                0.36805,                0.95784,                0.93277,                0.87073,                0.93265,                0.73533,                0.60823,                0.27425,                0.91606,               0.005446,               0.005446,               0.005446
                     72,                0.74139,                0.36715,                0.95583,                0.93928,                0.87167,                0.93313,                0.73672,                0.60586,                0.27352,                0.91438,                0.00538,                0.00538,                0.00538
                     73,                0.73666,                0.36524,                0.95655,                0.93178,                0.87705,                0.93445,                0.74084,                 0.6009,                0.26934,                0.91279,               0.005314,               0.005314,               0.005314
                     74,                0.73848,                 0.3633,                0.95417,                0.92861,                0.88504,                0.93581,                0.74267,                0.60075,                0.26891,                0.91248,               0.005248,               0.005248,               0.005248
                     75,                0.73171,                0.35995,                0.95347,                0.93371,                0.88081,                0.93606,                 0.7427,                0.59721,                0.26651,                0.91048,               0.005182,               0.005182,               0.005182
                     76,                0.73419,                0.36143,                0.95387,                0.93707,                0.88316,                0.93525,                0.74349,                0.59262,                 0.2651,                0.90909,               0.005116,               0.005116,               0.005116
                     77,                0.72332,                0.35444,                 0.9491,                0.94836,                 0.8766,                0.93792,                0.74868,                0.59138,                0.26229,                0.90804,                0.00505,                0.00505,                0.00505
                     78,                0.72287,                0.35241,                0.94882,                0.94802,                0.87768,                0.93926,                0.75079,                0.58804,                0.26029,                0.90694,               0.004984,               0.004984,               0.004984
                     79,                 0.7183,                0.35181,                 0.9482,                0.94001,                0.88386,                0.93973,                0.75355,                0.58473,                0.25785,                0.90575,               0.004918,               0.004918,               0.004918
                     80,                0.72018,                 0.3502,                0.94752,                0.94104,                0.88551,                0.94067,                0.75413,                  0.583,                0.25721,                 0.9049,               0.004852,               0.004852,               0.004852
                     81,                0.71554,                0.34765,                0.94795,                0.94337,                 0.8824,                0.94157,                0.75456,                0.58027,                0.25488,                0.90338,               0.004786,               0.004786,               0.004786
                     82,                 0.7144,                0.34536,                0.94612,                0.93794,                0.89009,                0.94176,                0.75814,                0.57737,                0.25324,                0.90239,                0.00472,                0.00472,                0.00472
                     83,                0.70878,                0.34205,                0.94368,                0.93455,                0.89053,                0.94203,                0.75998,                0.57505,                0.25154,                0.90115,               0.004654,               0.004654,               0.004654
                     84,                0.70561,                0.34236,                0.94212,                 0.9488,                0.87885,                0.94235,                0.76126,                 0.5727,                0.25048,                0.90015,               0.004588,               0.004588,               0.004588
                     85,                0.70679,                0.34235,                0.94351,                0.94661,                   0.88,                 0.9417,                0.76133,                0.57054,                0.24887,                0.89877,               0.004522,               0.004522,               0.004522
                     86,                0.70466,                0.33635,                0.94006,                 0.9476,                0.88263,                0.94363,                0.76291,                0.56795,                0.24688,                 0.8977,               0.004456,               0.004456,               0.004456
                     87,                0.70376,                0.33842,                0.94114,                0.94458,                0.88253,                0.94338,                0.76351,                0.56618,                0.24611,                0.89693,                0.00439,                0.00439,                0.00439
                     88,                0.69903,                0.33534,                0.93752,                 0.9512,                 0.8823,                0.94306,                0.76443,                0.56332,                0.24422,                0.89595,               0.004324,               0.004324,               0.004324
                     89,                0.69805,                0.33471,                0.93793,                0.95225,                0.88201,                0.94514,                0.76761,                0.56145,                0.24313,                0.89502,               0.004258,               0.004258,               0.004258
                     90,                0.69036,                0.33133,                0.93528,                 0.9513,                0.88215,                0.94563,                0.76839,                0.55833,                0.24202,                0.89381,               0.004192,               0.004192,               0.004192
                     91,                0.69396,                0.33059,                0.93709,                0.95446,                0.88386,                 0.9457,                0.76996,                0.55613,                0.24062,                0.89272,               0.004126,               0.004126,               0.004126
                     92,                0.68521,                 0.3259,                0.93315,                0.94965,                0.89045,                0.94666,                0.77077,                0.55395,                0.23941,                0.89169,                0.00406,                0.00406,                0.00406
                     93,                0.68539,                0.32894,                0.93422,                0.94748,                   0.89,                0.94663,                0.77193,                0.55267,                0.23876,                0.89076,               0.003994,               0.003994,               0.003994
                     94,                0.68176,                0.32372,                0.93189,                0.95033,                0.88889,                0.94613,                0.77211,                0.54997,                0.23657,                 0.8898,               0.003928,               0.003928,               0.003928
                     95,                0.68275,                0.32392,                0.93146,                0.95335,                0.88808,                0.94747,                0.77398,                0.54773,                0.23474,                0.88894,               0.003862,               0.003862,               0.003862
                     96,                0.67801,                0.32038,                0.92928,                0.95695,                0.88856,                0.94668,                0.77528,                0.54526,                0.23316,                0.88789,               0.003796,               0.003796,               0.003796
                     97,                0.67705,                0.31978,                0.92832,                0.95997,                 0.8845,                0.94808,                0.77681,                0.54391,                0.23218,                0.88727,                0.00373,                0.00373,                0.00373
                     98,                0.67569,                0.31724,                0.92922,                0.95473,                0.89065,                0.94943,                0.77821,                0.54225,                0.23099,                0.88655,               0.003664,               0.003664,               0.003664
                     99,                0.67051,                0.31549,                0.92808,                0.94984,                0.89352,                0.94879,                0.77914,                0.54038,                0.22949,                0.88577,               0.003598,               0.003598,               0.003598
                    100,                0.67272,                0.31573,                0.92964,                0.95003,                0.89785,                0.94957,                0.77908,                 0.5393,                0.22864,                0.88515,               0.003532,               0.003532,               0.003532
                    101,                0.66839,                0.31337,                0.92362,                0.94611,                0.89853,                0.94919,                0.78071,                0.53747,                0.22774,                0.88419,               0.003466,               0.003466,               0.003466
                    102,                0.66489,                0.31102,                0.92425,                0.94899,                  0.898,                0.94967,                0.78263,                0.53555,                0.22675,                0.88365,                 0.0034,                 0.0034,                 0.0034
                    103,                0.66011,                0.30875,                0.92271,                0.95005,                0.89825,                0.95118,                0.78273,                 0.5333,                  0.225,                0.88275,               0.003334,               0.003334,               0.003334
                    104,                0.66248,                0.30931,                0.92367,                0.94845,                0.90041,                 0.9514,                0.78442,                0.53208,                0.22451,                0.88225,               0.003268,               0.003268,               0.003268
                    105,                 0.6587,                0.30649,                0.92232,                0.95114,                0.90073,                0.95114,                0.78495,                0.53059,                 0.2236,                0.88156,               0.003202,               0.003202,               0.003202
                    106,                0.65856,                0.30662,                0.92239,                0.95112,                0.90072,                0.95082,                0.78661,                0.52878,                0.22249,                 0.8807,               0.003136,               0.003136,               0.003136
                    107,                 0.6542,                0.30236,                0.92007,                 0.9514,                0.89966,                0.95137,                 0.7878,                0.52736,                0.22143,                 0.8801,                0.00307,                0.00307,                0.00307
                    108,                0.65061,                0.30134,                0.91705,                0.95512,                0.89734,                0.95225,                0.78913,                0.52551,                0.22058,                0.87944,               0.003004,               0.003004,               0.003004
                    109,                0.64566,                0.29786,                 0.9167,                0.95481,                0.89819,                0.95212,                0.78974,                 0.5241,                0.21974,                0.87891,               0.002938,               0.002938,               0.002938
                    110,                0.65123,                0.30082,                 0.9179,                0.95548,                0.89917,                0.95252,                0.79072,                0.52254,                0.21849,                0.87823,               0.002872,               0.002872,               0.002872
                    111,                0.64298,                0.29586,                 0.9145,                0.95982,                0.89657,                0.95268,                0.79158,                0.52129,                0.21759,                0.87763,               0.002806,               0.002806,               0.002806
                    112,                0.64484,                0.29798,                0.91525,                0.96012,                0.89598,                0.95371,                0.79234,                0.51991,                0.21688,                0.87699,                0.00274,                0.00274,                0.00274
                    113,                0.64073,                0.29394,                0.91341,                0.96345,                0.89266,                0.95439,                0.79303,                0.51873,                0.21607,                0.87639,               0.002674,               0.002674,               0.002674
                    114,                0.64028,                0.29494,                0.91377,                0.96144,                0.89701,                0.95498,                0.79393,                0.51735,                0.21543,                0.87583,               0.002608,               0.002608,               0.002608
                    115,                0.63823,                0.29412,                0.91415,                0.95726,                0.89955,                0.95398,                 0.7932,                 0.5157,                0.21446,                0.87519,               0.002542,               0.002542,               0.002542
                    116,                0.63373,                0.29044,                0.91325,                0.96119,                0.89794,                0.95407,                0.79465,                0.51456,                0.21381,                0.87472,               0.002476,               0.002476,               0.002476
                    117,                0.62981,                0.28684,                0.90779,                0.95974,                0.89811,                0.95427,                0.79519,                0.51334,                 0.2127,                0.87413,                0.00241,                0.00241,                0.00241
                    118,                0.62799,                0.28545,                0.90868,                0.95841,                0.89824,                0.95468,                0.79617,                0.51217,                0.21193,                0.87368,               0.002344,               0.002344,               0.002344
                    119,                0.62465,                0.28259,                0.90757,                0.95702,                    0.9,                0.95484,                0.79723,                0.51111,                0.21134,                0.87323,               0.002278,               0.002278,               0.002278
                    120,                0.62409,                0.28402,                0.90944,                0.95737,                0.90156,                0.95459,                0.79719,                 0.5096,                0.21047,                0.87267,               0.002212,               0.002212,               0.002212
                    121,                0.62314,                0.28285,                0.90846,                0.94874,                0.90807,                0.95513,                0.79828,                0.50842,                0.20961,                0.87223,               0.002146,               0.002146,               0.002146
                    122,                0.62205,                0.28079,                0.90497,                0.94945,                0.90789,                0.95555,                0.79951,                0.50746,                0.20901,                 0.8718,                0.00208,                0.00208,                0.00208
                    123,                0.61927,                0.27944,                0.90518,                0.94885,                0.90792,                0.95574,                0.80002,                0.50638,                0.20825,                 0.8713,               0.002014,               0.002014,               0.002014
                    124,                0.61575,                0.27691,                0.90584,                0.94984,                0.90877,                0.95522,                0.80085,                0.50539,                0.20751,                0.87082,               0.001948,               0.001948,               0.001948
                    125,                0.61297,                0.27622,                0.90237,                0.96022,                0.90113,                0.95542,                 0.8022,                0.50429,                0.20675,                0.87034,               0.001882,               0.001882,               0.001882
                    126,                0.61062,                0.27315,                0.90071,                0.95745,                0.90343,                0.95647,                0.80288,                0.50333,                0.20613,                0.86994,               0.001816,               0.001816,               0.001816
                    127,                0.61021,                0.27349,                0.90042,                0.96217,                0.90064,                0.95643,                0.80346,                0.50252,                0.20544,                0.86958,                0.00175,                0.00175,                0.00175
                    128,                0.60822,                0.27179,                0.89976,                0.96438,                 0.9004,                0.95662,                0.80409,                0.50177,                0.20496,                0.86925,               0.001684,               0.001684,               0.001684
                    129,                0.60642,                0.27139,                 0.9019,                0.96249,                0.90266,                0.95683,                0.80484,                  0.501,                 0.2044,                0.86893,               0.001618,               0.001618,               0.001618
                    130,                0.60837,                0.27167,                 0.8993,                0.95989,                0.90394,                0.95708,                0.80497,                 0.5002,                0.20394,                0.86863,               0.001552,               0.001552,               0.001552
                    131,                0.60262,                 0.2693,                0.89807,                0.95947,                0.90519,                0.95702,                0.80494,                 0.4995,                0.20337,                0.86834,               0.001486,               0.001486,               0.001486
                    132,                 0.6022,                0.26793,                0.89845,                0.95672,                0.90721,                0.95735,                0.80603,                0.49875,                0.20276,                0.86803,                0.00142,                0.00142,                0.00142
                    133,                0.59819,                0.26596,                0.89746,                 0.9562,                0.90943,                0.95768,                0.80672,                0.49796,                0.20215,                0.86772,               0.001354,               0.001354,               0.001354
                    134,                0.59805,                0.26454,                0.89557,                0.95849,                0.90864,                0.95781,                0.80708,                0.49723,                0.20153,                 0.8674,               0.001288,               0.001288,               0.001288
                    135,                0.59312,                0.26287,                0.89425,                   0.96,                0.90837,                0.95802,                0.80798,                0.49637,                0.20101,                0.86705,               0.001222,               0.001222,               0.001222
                    136,                0.59353,                0.26276,                0.89506,                0.96105,                0.90706,                0.95838,                0.80822,                0.49563,                 0.2005,                0.86679,               0.001156,               0.001156,               0.001156
                    137,                0.58954,                0.25935,                0.89204,                0.96115,                0.90684,                0.95819,                0.80832,                0.49495,                0.20005,                0.86648,                0.00109,                0.00109,                0.00109
                    138,                0.59192,                0.26189,                0.89221,                0.96101,                0.90818,                0.95842,                0.80925,                0.49432,                0.19968,                0.86623,               0.001024,               0.001024,               0.001024
                    139,                0.59024,                0.26112,                 0.8932,                0.96134,                0.90813,                0.95864,                0.80951,                0.49374,                0.19925,                0.86596,               0.000958,               0.000958,               0.000958
                    140,                0.58459,                0.25637,                0.89184,                0.96277,                0.90722,                0.95869,                0.81033,                0.49317,                0.19885,                0.86574,               0.000892,               0.000892,               0.000892
                    141,                0.57414,                0.23844,                0.88389,                0.96411,                0.90526,                0.95892,                0.81082,                0.49263,                0.19856,                0.86547,               0.000826,               0.000826,               0.000826
                    142,                0.55643,                0.22997,                0.87762,                 0.9629,                0.90761,                0.95865,                0.81077,                0.49224,                0.19825,                0.86527,                0.00076,                0.00076,                0.00076
                    143,                0.54832,                0.22617,                0.87543,                0.96183,                0.90702,                0.95895,                0.81095,                0.49178,                0.19795,                0.86508,               0.000694,               0.000694,               0.000694
                    144,                0.54246,                0.22206,                0.87373,                 0.9671,                0.90602,                0.95897,                0.81166,                0.49133,                0.19763,                0.86484,               0.000628,               0.000628,               0.000628
                    145,                0.53981,                0.22094,                  0.872,                0.96459,                0.90698,                0.95906,                0.81164,                0.49079,                0.19723,                0.86464,               0.000562,               0.000562,               0.000562
                    146,                0.53788,                0.22003,                 0.8716,                0.96507,                0.90724,                0.95913,                0.81201,                0.49031,                0.19686,                0.86442,               0.000496,               0.000496,               0.000496
                    147,                0.53271,                0.21869,                0.86892,                0.96582,                0.90683,                0.95916,                0.81207,                0.48985,                0.19647,                0.86422,                0.00043,                0.00043,                0.00043
                    148,                0.52996,                0.21581,                0.86808,                0.96532,                0.90681,                0.95922,                0.81225,                0.48935,                0.19612,                0.86403,               0.000364,               0.000364,               0.000364
                    149,                0.52978,                0.21647,                0.86787,                0.96489,                 0.9073,                0.95931,                0.81239,                0.48892,                0.19578,                0.86386,               0.000298,               0.000298,               0.000298
                    150,                0.52519,                0.21314,                 0.8681,                0.96446,                0.90735,                0.95942,                0.81281,                0.48855,                0.19547,                0.86367,               0.000232,               0.000232,               0.000232
