                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.70707,                0.42289,                 0.9369,                0.94412,                0.88292,                0.94067,                0.76339,                 0.5654,                0.33348,                 0.8926,                0.00439,                0.00439,                0.00439
                     88,                0.70142,                0.41981,                0.93388,                0.94836,                0.88355,                0.94043,                0.76434,                0.56235,                0.33237,                0.89161,               0.004324,               0.004324,               0.004324
                     89,                0.70109,                0.41813,                0.93402,                0.94869,                 0.8885,                0.94259,                 0.7667,                0.55986,                0.33081,                0.89029,               0.004258,               0.004258,               0.004258
                     90,                0.69335,                0.41406,                0.93131,                0.94543,                0.88704,                0.94287,                0.76659,                0.55824,                0.33011,                0.88961,               0.004192,               0.004192,               0.004192
                     91,                0.69861,                0.41486,                0.93325,                 0.9432,                0.88857,                 0.9428,                0.76782,                0.55603,                0.32805,                0.88819,               0.004126,               0.004126,               0.004126
                     92,                0.69063,                0.41057,                0.92946,                0.94573,                0.88506,                 0.9421,                 0.7681,                0.55398,                0.32763,                0.88716,                0.00406,                0.00406,                0.00406
                     93,                0.68829,                0.41135,                0.93041,                 0.9501,                0.88385,                0.94343,                0.76849,                 0.5525,                0.32639,                0.88623,               0.003994,               0.003994,               0.003994
                     94,                0.68602,                0.40809,                0.92807,                0.95358,                 0.8827,                 0.9445,                0.77093,                0.54943,                0.32474,                0.88537,               0.003928,               0.003928,               0.003928
                     95,                 0.6861,                0.40812,                0.92681,                0.95235,                 0.8841,                  0.946,                0.77294,                0.54668,                0.32359,                0.88446,               0.003862,               0.003862,               0.003862
                     96,                0.68178,                 0.4051,                0.92444,                0.95393,                0.88637,                0.94668,                0.77407,                0.54458,                0.32255,                0.88355,               0.003796,               0.003796,               0.003796
